0 Loading checkpoint models/117M/model.ckpt
2 Loading checkpoint models/117M/model.ckpt
1 Loading checkpoint models/117M/model.ckpt
3 Loading checkpoint models/117M/model.ckpt
0 Loading dataset...
1 Loading dataset...
2 Loading dataset...
3 Loading dataset...
0 dataset has 128814 tokens
0 Training...
1 dataset has 128814 tokens
1 Training...
2 dataset has 128814 tokens
2 Training...
3 dataset has 128814 tokens
3 Training...
ip-172-31-42-235:8208:8256 [0] NCCL INFO Bootstrap : Using [0]ens5:172.31.42.235<0>

ip-172-31-42-235:8208:8256 [0] ofi_init:700 NCCL WARN NET/OFI Only EFA provider is supported
ip-172-31-42-235:8208:8256 [0] NCCL INFO NET/IB : No device found.
ip-172-31-42-235:8208:8256 [0] NCCL INFO NET/Socket : Using [0]ens5:172.31.42.235<0>
NCCL version 2.4.8+cuda10.0
ip-172-31-42-235:8209:8257 [1] NCCL INFO Bootstrap : Using [0]ens5:172.31.42.235<0>
ip-172-31-42-235:8210:8258 [2] NCCL INFO Bootstrap : Using [0]ens5:172.31.42.235<0>

ip-172-31-42-235:8209:8257 [1] ofi_init:700 NCCL WARN NET/OFI Only EFA provider is supported

ip-172-31-42-235:8210:8258 [2] ofi_init:700 NCCL WARN NET/OFI Only EFA provider is supported
ip-172-31-42-235:8209:8257 [1] NCCL INFO NET/IB : No device found.
ip-172-31-42-235:8210:8258 [2] NCCL INFO NET/IB : No device found.
ip-172-31-42-235:8209:8257 [1] NCCL INFO NET/Socket : Using [0]ens5:172.31.42.235<0>
ip-172-31-42-235:8210:8258 [2] NCCL INFO NET/Socket : Using [0]ens5:172.31.42.235<0>
ip-172-31-42-235:8211:8259 [3] NCCL INFO Bootstrap : Using [0]ens5:172.31.42.235<0>

ip-172-31-42-235:8211:8259 [3] ofi_init:700 NCCL WARN NET/OFI Only EFA provider is supported
ip-172-31-42-235:8211:8259 [3] NCCL INFO NET/IB : No device found.
ip-172-31-42-235:8211:8259 [3] NCCL INFO NET/Socket : Using [0]ens5:172.31.42.235<0>
ip-172-31-42-235:8208:8256 [0] NCCL INFO Setting affinity for GPU 0 to ffff,ffffffff
ip-172-31-42-235:8210:8258 [2] NCCL INFO Setting affinity for GPU 2 to ffff,ffffffff
ip-172-31-42-235:8209:8257 [1] NCCL INFO Setting affinity for GPU 1 to ffff,ffffffff
ip-172-31-42-235:8211:8259 [3] NCCL INFO Setting affinity for GPU 3 to ffff,ffffffff
ip-172-31-42-235:8208:8256 [0] NCCL INFO Channel 00 :    0   1   2   3
ip-172-31-42-235:8211:8259 [3] NCCL INFO Ring 00 : 3[3] -> 0[0] via direct shared memory
ip-172-31-42-235:8210:8258 [2] NCCL INFO Ring 00 : 2[2] -> 3[3] via direct shared memory
ip-172-31-42-235:8209:8257 [1] NCCL INFO Ring 00 : 1[1] -> 2[2] via direct shared memory
ip-172-31-42-235:8208:8256 [0] NCCL INFO Ring 00 : 0[0] -> 1[1] via direct shared memory
ip-172-31-42-235:8208:8256 [0] NCCL INFO Using 256 threads, Min Comp Cap 7, Trees disabled
ip-172-31-42-235:8210:8258 [2] NCCL INFO comm 0x7fa2b832cc90 rank 2 nranks 4 cudaDev 2 nvmlDev 2 - Init COMPLETE
ip-172-31-42-235:8208:8256 [0] NCCL INFO comm 0x7f79e4361170 rank 0 nranks 4 cudaDev 0 nvmlDev 0 - Init COMPLETE
ip-172-31-42-235:8209:8257 [1] NCCL INFO comm 0x7f5d203092d0 rank 1 nranks 4 cudaDev 1 nvmlDev 1 - Init COMPLETE
ip-172-31-42-235:8211:8259 [3] NCCL INFO comm 0x7f166c310100 rank 3 nranks 4 cudaDev 3 nvmlDev 3 - Init COMPLETE
ip-172-31-42-235:8208:8256 [0] NCCL INFO Launch mode Parallel
[1 | 7.05] loss=3.67 avg=3.67
[113 | 115.55] loss=1.68 avg=2.02
[114 | 116.59] loss=0.43 avg=2.00
[115 | 117.63] loss=0.32 avg=1.97
[116 | 118.66] loss=0.25 avg=1.95
[117 | 119.70] loss=0.22 avg=1.92
[118 | 120.75] loss=0.44 avg=1.90
[119 | 121.79] loss=2.38 avg=1.91
[120 | 122.84] loss=0.29 avg=1.89
[121 | 123.89] loss=0.61 avg=1.87
[122 | 124.95] loss=0.44 avg=1.85
[123 | 126.01] loss=0.35 avg=1.83
[124 | 127.06] loss=0.26 avg=1.80
[125 | 128.12] loss=0.26 avg=1.78
[126 | 129.20] loss=0.28 avg=1.76
[127 | 130.27] loss=0.37 avg=1.74
[128 | 131.34] loss=0.16 avg=1.72
[129 | 132.40] loss=0.41 avg=1.70
[130 | 133.48] loss=0.20 avg=1.68
[131 | 134.55] loss=0.31 avg=1.66
[132 | 135.63] loss=0.66 avg=1.65
[133 | 136.70] loss=0.12 avg=1.63
[134 | 137.78] loss=0.35 avg=1.61
[135 | 138.85] loss=0.35 avg=1.59
[136 | 139.91] loss=0.23 avg=1.58
[137 | 140.98] loss=0.14 avg=1.56
[138 | 142.05] loss=0.49 avg=1.54
[139 | 143.12] loss=0.21 avg=1.53
[140 | 144.19] loss=0.13 avg=1.51
[141 | 145.26] loss=0.28 avg=1.49
[142 | 146.33] loss=0.20 avg=1.47
[143 | 147.39] loss=0.45 avg=1.46
[144 | 148.45] loss=0.44 avg=1.45
[145 | 149.52] loss=0.21 avg=1.43
[146 | 150.60] loss=0.14 avg=1.41
[147 | 151.67] loss=0.32 avg=1.40
[148 | 152.75] loss=0.39 avg=1.39
[149 | 153.82] loss=0.14 avg=1.37
[150 | 154.89] loss=0.34 avg=1.36
[151 | 155.97] loss=0.16 avg=1.34
[152 | 157.05] loss=0.15 avg=1.33
[153 | 158.12] loss=0.16 avg=1.31
[154 | 159.20] loss=0.30 avg=1.30
[155 | 160.27] loss=0.91 avg=1.29
[156 | 161.34] loss=0.13 avg=1.28
[157 | 162.41] loss=0.11 avg=1.26
[158 | 163.50] loss=0.28 avg=1.25
[159 | 164.57] loss=0.17 avg=1.24
[160 | 165.64] loss=0.37 avg=1.23
[161 | 166.70] loss=0.13 avg=1.21
[162 | 167.78] loss=0.19 avg=1.20
[163 | 168.84] loss=0.18 avg=1.19
[164 | 169.91] loss=0.13 avg=1.18
[165 | 170.98] loss=0.17 avg=1.16
[166 | 172.05] loss=0.32 avg=1.15
[167 | 173.12] loss=0.10 avg=1.14
[168 | 174.20] loss=0.17 avg=1.13
[169 | 175.26] loss=0.14 avg=1.12
[170 | 176.33] loss=0.10 avg=1.10
[171 | 177.40] loss=0.11 avg=1.09
[172 | 178.47] loss=0.17 avg=1.08
[173 | 179.54] loss=0.57 avg=1.07
[174 | 180.59] loss=0.08 avg=1.06
[175 | 181.64] loss=0.09 avg=1.05
[176 | 182.70] loss=0.11 avg=1.04
[177 | 183.76] loss=0.10 avg=1.03
[178 | 184.82] loss=0.10 avg=1.02
[179 | 185.88] loss=0.25 avg=1.01
[180 | 186.95] loss=0.11 avg=1.00
[181 | 188.01] loss=0.14 avg=0.99
[182 | 189.07] loss=0.13 avg=0.98
[183 | 190.13] loss=0.42 avg=0.97
[184 | 191.19] loss=0.28 avg=0.96
[185 | 192.26] loss=0.34 avg=0.95
[186 | 193.32] loss=0.20 avg=0.94
[187 | 194.39] loss=0.22 avg=0.94
[188 | 195.45] loss=0.24 avg=0.93
[189 | 196.53] loss=0.18 avg=0.92
[190 | 197.59] loss=0.24 avg=0.91
[191 | 198.65] loss=0.71 avg=0.91
[192 | 199.73] loss=0.32 avg=0.90
[193 | 200.81] loss=0.39 avg=0.90
[194 | 201.89] loss=0.17 avg=0.89
[195 | 202.95] loss=0.12 avg=0.88
[196 | 204.02] loss=0.09 avg=0.87
[197 | 205.09] loss=0.12 avg=0.86
[198 | 206.15] loss=0.10 avg=0.85
[199 | 207.21] loss=0.11 avg=0.84
[200 | 208.29] loss=0.19 avg=0.84
[201 | 209.35] loss=0.11 avg=0.83
[202 | 210.42] loss=0.11 avg=0.82
[203 | 211.49] loss=0.11 avg=0.81
[204 | 212.55] loss=0.18 avg=0.80
[205 | 213.61] loss=0.10 avg=0.80
[206 | 214.68] loss=0.43 avg=0.79
[207 | 215.75] loss=0.10 avg=0.78
[208 | 216.82] loss=0.12 avg=0.78
[209 | 217.89] loss=0.11 avg=0.77
[210 | 218.96] loss=0.09 avg=0.76
[211 | 220.03] loss=0.09 avg=0.75
[212 | 221.10] loss=0.17 avg=0.75
[213 | 222.18] loss=0.08 avg=0.74
[214 | 223.25] loss=0.18 avg=0.73
[215 | 224.33] loss=0.26 avg=0.73
[216 | 225.41] loss=0.17 avg=0.72
[217 | 226.47] loss=0.10 avg=0.71
[218 | 227.54] loss=0.15 avg=0.71
[219 | 228.62] loss=0.12 avg=0.70
[220 | 229.68] loss=0.11 avg=0.69
[221 | 230.76] loss=0.13 avg=0.69
[222 | 231.83] loss=0.09 avg=0.68
[223 | 232.89] loss=0.19 avg=0.68
[224 | 233.95] loss=0.10 avg=0.67
[225 | 235.02] loss=0.09 avg=0.66
[226 | 236.08] loss=0.10 avg=0.66
[227 | 237.16] loss=0.10 avg=0.65
[228 | 238.22] loss=0.07 avg=0.64
[229 | 239.28] loss=0.06 avg=0.64
[230 | 240.36] loss=0.10 avg=0.63
[231 | 241.41] loss=0.07 avg=0.63
[232 | 242.49] loss=0.09 avg=0.62
[233 | 243.55] loss=0.12 avg=0.61
[234 | 244.62] loss=0.06 avg=0.61
[235 | 245.68] loss=0.05 avg=0.60
[236 | 246.76] loss=0.06 avg=0.60
[237 | 247.82] loss=0.15 avg=0.59
[238 | 248.88] loss=0.06 avg=0.58
[239 | 249.94] loss=0.06 avg=0.58
[240 | 251.01] loss=0.07 avg=0.57
[241 | 252.07] loss=0.23 avg=0.57
[242 | 253.14] loss=0.10 avg=0.56
[243 | 254.21] loss=0.05 avg=0.56
[244 | 255.28] loss=0.07 avg=0.55
[245 | 256.36] loss=0.07 avg=0.55
[246 | 257.42] loss=0.29 avg=0.55
[247 | 258.48] loss=0.46 avg=0.54
[248 | 259.55] loss=0.13 avg=0.54
[249 | 260.62] loss=0.06 avg=0.53
[250 | 261.70] loss=0.07 avg=0.53
[251 | 262.77] loss=0.07 avg=0.52
[252 | 263.85] loss=0.07 avg=0.52
[253 | 264.91] loss=0.05 avg=0.51
[254 | 265.98] loss=0.08 avg=0.51
[255 | 267.05] loss=0.10 avg=0.51
[256 | 268.12] loss=0.04 avg=0.50
[257 | 269.20] loss=0.08 avg=0.50
[258 | 270.27] loss=0.07 avg=0.49
[259 | 271.33] loss=0.06 avg=0.49
[260 | 272.39] loss=0.08 avg=0.48
[261 | 273.46] loss=0.04 avg=0.48
[262 | 274.52] loss=0.08 avg=0.47
[263 | 275.59] loss=0.05 avg=0.47
[264 | 276.67] loss=0.09 avg=0.46
[265 | 277.74] loss=0.06 avg=0.46
[266 | 278.81] loss=0.07 avg=0.46
[267 | 279.89] loss=0.06 avg=0.45
[268 | 280.95] loss=0.06 avg=0.45
[269 | 282.03] loss=0.11 avg=0.44
[270 | 283.10] loss=0.04 avg=0.44
[271 | 284.18] loss=0.26 avg=0.44
[272 | 285.26] loss=0.05 avg=0.43
[273 | 286.33] loss=0.07 avg=0.43
[274 | 287.40] loss=0.08 avg=0.43
[275 | 288.46] loss=0.05 avg=0.42
[276 | 289.53] loss=0.05 avg=0.42
[277 | 290.61] loss=0.14 avg=0.42
[278 | 291.67] loss=0.06 avg=0.41
[279 | 292.74] loss=0.05 avg=0.41
[280 | 293.81] loss=0.06 avg=0.40
[281 | 294.88] loss=0.08 avg=0.40
[282 | 295.95] loss=0.05 avg=0.40
[283 | 297.02] loss=0.06 avg=0.39
[284 | 298.08] loss=0.06 avg=0.39
[285 | 299.15] loss=0.05 avg=0.39
[286 | 300.22] loss=0.05 avg=0.38
[287 | 301.29] loss=0.07 avg=0.38
[288 | 302.36] loss=0.17 avg=0.38
[289 | 303.42] loss=0.05 avg=0.37
[290 | 304.48] loss=0.05 avg=0.37
[291 | 305.57] loss=0.04 avg=0.37
[292 | 306.64] loss=0.05 avg=0.36
[293 | 307.71] loss=0.05 avg=0.36
[294 | 308.77] loss=0.05 avg=0.36
[295 | 309.84] loss=0.06 avg=0.35
[296 | 310.92] loss=0.04 avg=0.35
[297 | 311.98] loss=0.07 avg=0.35
[298 | 313.05] loss=0.04 avg=0.34
[299 | 314.12] loss=0.04 avg=0.34
[300 | 315.19] loss=0.08 avg=0.34
[301 | 316.26] loss=0.05 avg=0.34
[302 | 317.32] loss=0.04 avg=0.33
[303 | 318.39] loss=0.04 avg=0.33
[304 | 319.46] loss=0.06 avg=0.33
[305 | 320.52] loss=0.06 avg=0.32
[306 | 321.59] loss=0.04 avg=0.32
[307 | 322.67] loss=0.04 avg=0.32
[308 | 323.74] loss=0.04 avg=0.31
[309 | 324.80] loss=0.05 avg=0.31
[310 | 325.87] loss=0.04 avg=0.31
[311 | 326.95] loss=0.04 avg=0.31
[312 | 328.03] loss=0.06 avg=0.30
[313 | 329.10] loss=0.03 avg=0.30
[314 | 330.18] loss=0.05 avg=0.30
[315 | 331.25] loss=0.04 avg=0.30
[316 | 332.33] loss=0.03 avg=0.29
[317 | 333.41] loss=0.04 avg=0.29
[318 | 334.49] loss=0.04 avg=0.29
[319 | 335.56] loss=0.08 avg=0.29
[320 | 336.63] loss=0.06 avg=0.28
[321 | 337.70] loss=0.06 avg=0.28
[322 | 338.78] loss=0.07 avg=0.28
[323 | 339.85] loss=0.04 avg=0.28
[324 | 340.92] loss=0.07 avg=0.27
[325 | 341.99] loss=0.03 avg=0.27
[326 | 343.06] loss=0.04 avg=0.27
[327 | 344.14] loss=0.05 avg=0.27
[328 | 345.21] loss=0.05 avg=0.26
[329 | 346.28] loss=0.03 avg=0.26
[330 | 347.36] loss=0.07 avg=0.26
[331 | 348.44] loss=0.06 avg=0.26
[332 | 349.51] loss=0.04 avg=0.26
[333 | 350.60] loss=0.04 avg=0.25
[334 | 351.66] loss=0.05 avg=0.25
[335 | 352.74] loss=0.04 avg=0.25
[336 | 353.82] loss=0.04 avg=0.25
[337 | 354.89] loss=0.04 avg=0.24
[338 | 355.97] loss=0.04 avg=0.24
[339 | 357.04] loss=0.06 avg=0.24
[340 | 358.11] loss=0.03 avg=0.24
[341 | 359.19] loss=0.05 avg=0.24
[342 | 360.27] loss=0.05 avg=0.23
[343 | 361.34] loss=0.04 avg=0.23
[344 | 362.41] loss=0.03 avg=0.23
[345 | 363.49] loss=0.04 avg=0.23
[346 | 364.57] loss=0.05 avg=0.23
[347 | 365.64] loss=0.05 avg=0.22
[348 | 366.72] loss=0.05 avg=0.22
[349 | 367.79] loss=0.06 avg=0.22
[350 | 368.85] loss=0.03 avg=0.22
[351 | 369.93] loss=0.05 avg=0.22
[352 | 371.00] loss=0.03 avg=0.22
[353 | 372.07] loss=0.04 avg=0.21
[354 | 373.14] loss=0.04 avg=0.21
[355 | 374.21] loss=0.04 avg=0.21
[356 | 375.29] loss=0.04 avg=0.21
[357 | 376.36] loss=0.04 avg=0.21
[358 | 377.44] loss=0.03 avg=0.20
[359 | 378.51] loss=0.04 avg=0.20
[360 | 379.58] loss=0.05 avg=0.20
[361 | 380.65] loss=0.04 avg=0.20
[362 | 381.72] loss=0.04 avg=0.20
[363 | 382.78] loss=0.03 avg=0.20
[364 | 383.86] loss=0.05 avg=0.20
[365 | 384.93] loss=0.04 avg=0.19
[366 | 386.00] loss=0.03 avg=0.19
[367 | 387.09] loss=0.05 avg=0.19
[368 | 388.16] loss=0.03 avg=0.19
[369 | 389.23] loss=0.05 avg=0.19
[370 | 390.32] loss=0.07 avg=0.19
[371 | 391.38] loss=0.03 avg=0.18
[372 | 392.46] loss=0.05 avg=0.18
[373 | 393.54] loss=0.04 avg=0.18
[374 | 394.61] loss=0.03 avg=0.18
[375 | 395.69] loss=0.04 avg=0.18
[376 | 396.76] loss=0.02 avg=0.18
[377 | 397.83] loss=0.03 avg=0.18
[378 | 398.92] loss=0.03 avg=0.17
[379 | 399.99] loss=0.03 avg=0.17
[380 | 401.06] loss=0.05 avg=0.17
[381 | 402.13] loss=0.04 avg=0.17
[382 | 403.20] loss=0.07 avg=0.17
[383 | 404.28] loss=0.04 avg=0.17
[384 | 405.36] loss=0.04 avg=0.17
[385 | 406.44] loss=0.04 avg=0.17
[386 | 407.51] loss=0.04 avg=0.16
[387 | 408.57] loss=0.05 avg=0.16
[388 | 409.64] loss=0.05 avg=0.16
[389 | 410.71] loss=0.06 avg=0.16
[390 | 411.78] loss=0.06 avg=0.16
[391 | 412.86] loss=0.06 avg=0.16
[392 | 413.94] loss=0.06 avg=0.16
[393 | 415.00] loss=0.05 avg=0.16
[394 | 416.08] loss=0.04 avg=0.16
[395 | 417.15] loss=0.05 avg=0.15
[396 | 418.23] loss=0.16 avg=0.15
[397 | 419.30] loss=0.05 avg=0.15
[398 | 420.37] loss=0.05 avg=0.15
[399 | 421.43] loss=0.04 avg=0.15
[400 | 422.49] loss=0.05 avg=0.15
[401 | 423.56] loss=0.03 avg=0.15
[402 | 424.64] loss=0.06 avg=0.15
[403 | 425.72] loss=0.06 avg=0.15
[404 | 426.80] loss=0.03 avg=0.15
[405 | 427.87] loss=0.05 avg=0.14
[406 | 428.94] loss=0.04 avg=0.14
[407 | 430.00] loss=0.04 avg=0.14
[408 | 431.06] loss=0.04 avg=0.14
[409 | 432.12] loss=0.04 avg=0.14
[410 | 433.20] loss=0.06 avg=0.14
[411 | 434.28] loss=0.06 avg=0.14
[412 | 435.36] loss=0.03 avg=0.14
[413 | 436.43] loss=0.05 avg=0.14
[414 | 437.51] loss=0.04 avg=0.14
[415 | 438.58] loss=0.04 avg=0.13
[416 | 439.66] loss=0.07 avg=0.13
[417 | 440.74] loss=0.04 avg=0.13
[418 | 441.81] loss=0.04 avg=0.13
[419 | 442.87] loss=0.04 avg=0.13
[420 | 443.96] loss=0.03 avg=0.13
[421 | 445.03] loss=0.06 avg=0.13
[422 | 446.11] loss=0.05 avg=0.13
[423 | 447.18] loss=0.04 avg=0.13
[424 | 448.25] loss=0.04 avg=0.13
[425 | 449.33] loss=0.06 avg=0.13
[426 | 450.40] loss=0.04 avg=0.13
[427 | 451.47] loss=0.04 avg=0.12
[428 | 452.54] loss=0.04 avg=0.12
[429 | 453.62] loss=0.04 avg=0.12
[430 | 454.69] loss=0.02 avg=0.12
[431 | 455.78] loss=0.04 avg=0.12
[432 | 456.85] loss=0.02 avg=0.12
[433 | 457.92] loss=0.05 avg=0.12
[434 | 459.01] loss=0.03 avg=0.12
[435 | 460.08] loss=0.04 avg=0.12
[436 | 461.15] loss=0.05 avg=0.12
[437 | 462.22] loss=0.03 avg=0.12
[438 | 463.29] loss=0.03 avg=0.11
[439 | 464.36] loss=0.04 avg=0.11
[440 | 465.43] loss=0.03 avg=0.11
[441 | 466.50] loss=0.05 avg=0.11
[442 | 467.59] loss=0.05 avg=0.11
[443 | 468.67] loss=0.04 avg=0.11
