2 Loading checkpoint models/117M/model.ckpt
1 Loading checkpoint models/117M/model.ckpt
0 Loading checkpoint models/117M/model.ckpt
2 Loading dataset...
0 Loading dataset...
1 Loading dataset...
2 dataset has 128814 tokens
2 Training...
1 dataset has 128814 tokens
1 Training...
0 dataset has 128814 tokens
0 Training...
ip-172-31-42-235:9549:9587 [0] NCCL INFO Bootstrap : Using [0]ens5:172.31.42.235<0>

ip-172-31-42-235:9549:9587 [0] ofi_init:700 NCCL WARN NET/OFI Only EFA provider is supported
ip-172-31-42-235:9549:9587 [0] NCCL INFO NET/IB : No device found.
ip-172-31-42-235:9549:9587 [0] NCCL INFO NET/Socket : Using [0]ens5:172.31.42.235<0>
NCCL version 2.4.8+cuda10.0
ip-172-31-42-235:9550:9586 [1] NCCL INFO Bootstrap : Using [0]ens5:172.31.42.235<0>
ip-172-31-42-235:9551:9585 [2] NCCL INFO Bootstrap : Using [0]ens5:172.31.42.235<0>

ip-172-31-42-235:9550:9586 [1] ofi_init:700 NCCL WARN NET/OFI Only EFA provider is supported

ip-172-31-42-235:9551:9585 [2] ofi_init:700 NCCL WARN NET/OFI Only EFA provider is supported
ip-172-31-42-235:9550:9586 [1] NCCL INFO NET/IB : No device found.
ip-172-31-42-235:9551:9585 [2] NCCL INFO NET/IB : No device found.
ip-172-31-42-235:9550:9586 [1] NCCL INFO NET/Socket : Using [0]ens5:172.31.42.235<0>
ip-172-31-42-235:9551:9585 [2] NCCL INFO NET/Socket : Using [0]ens5:172.31.42.235<0>
ip-172-31-42-235:9549:9587 [0] NCCL INFO Setting affinity for GPU 0 to ffff,ffffffff
ip-172-31-42-235:9551:9585 [2] NCCL INFO Setting affinity for GPU 2 to ffff,ffffffff
ip-172-31-42-235:9550:9586 [1] NCCL INFO Setting affinity for GPU 1 to ffff,ffffffff
ip-172-31-42-235:9549:9587 [0] NCCL INFO Channel 00 :    0   1   2
ip-172-31-42-235:9551:9585 [2] NCCL INFO Ring 00 : 2[2] -> 0[0] via direct shared memory
ip-172-31-42-235:9550:9586 [1] NCCL INFO Ring 00 : 1[1] -> 2[2] via direct shared memory
ip-172-31-42-235:9549:9587 [0] NCCL INFO Ring 00 : 0[0] -> 1[1] via direct shared memory
ip-172-31-42-235:9549:9587 [0] NCCL INFO Using 256 threads, Min Comp Cap 7, Trees disabled
ip-172-31-42-235:9551:9585 [2] NCCL INFO comm 0x7fbdb030d510 rank 2 nranks 3 cudaDev 2 nvmlDev 2 - Init COMPLETE
ip-172-31-42-235:9549:9587 [0] NCCL INFO comm 0x7fccc832ff80 rank 0 nranks 3 cudaDev 0 nvmlDev 0 - Init COMPLETE
ip-172-31-42-235:9550:9586 [1] NCCL INFO comm 0x7f01d8312c40 rank 1 nranks 3 cudaDev 1 nvmlDev 1 - Init COMPLETE
ip-172-31-42-235:9549:9587 [0] NCCL INFO Launch mode Parallel
[1 | 6.80] loss=3.86 avg=3.86
[66 | 72.68] loss=2.62 avg=3.26
[67 | 73.76] loss=2.03 avg=3.23
[68 | 74.83] loss=2.12 avg=3.21
[69 | 75.91] loss=1.65 avg=3.18
[70 | 76.99] loss=2.10 avg=3.16
[71 | 78.06] loss=1.64 avg=3.13
[72 | 79.14] loss=1.81 avg=3.10
[73 | 80.21] loss=1.65 avg=3.07
[74 | 81.29] loss=1.74 avg=3.05
[75 | 82.37] loss=2.58 avg=3.04
[76 | 83.44] loss=1.61 avg=3.01
[77 | 84.51] loss=0.97 avg=2.98
[78 | 85.58] loss=2.18 avg=2.96
[79 | 86.64] loss=1.68 avg=2.94
[80 | 87.71] loss=1.15 avg=2.90
[81 | 88.77] loss=2.03 avg=2.89
[82 | 89.85] loss=2.14 avg=2.88
[83 | 90.91] loss=2.09 avg=2.86
[84 | 91.99] loss=1.66 avg=2.84
[85 | 93.07] loss=2.38 avg=2.83
[86 | 94.15] loss=2.34 avg=2.82
[87 | 95.22] loss=1.30 avg=2.80
[88 | 96.29] loss=1.94 avg=2.78
[89 | 97.35] loss=0.94 avg=2.75
[90 | 98.43] loss=1.00 avg=2.72
[91 | 99.49] loss=1.75 avg=2.71
[92 | 100.56] loss=2.37 avg=2.70
[93 | 101.65] loss=1.66 avg=2.68
[94 | 102.72] loss=2.29 avg=2.68
[95 | 103.79] loss=2.08 avg=2.67
[96 | 104.86] loss=1.73 avg=2.65
[97 | 105.95] loss=2.07 avg=2.64
[98 | 107.02] loss=1.66 avg=2.63
[99 | 108.09] loss=1.94 avg=2.62
[100 | 109.17] loss=2.47 avg=2.61
[101 | 110.25] loss=1.72 avg=2.60
[102 | 111.32] loss=1.52 avg=2.58
[103 | 112.39] loss=1.27 avg=2.56
[104 | 113.47] loss=1.11 avg=2.54
[105 | 114.55] loss=0.59 avg=2.51
[106 | 115.62] loss=0.67 avg=2.48
[107 | 116.70] loss=0.79 avg=2.46
[108 | 117.77] loss=1.10 avg=2.44
[109 | 118.85] loss=1.28 avg=2.42
[110 | 119.92] loss=1.14 avg=2.40
[111 | 121.00] loss=1.01 avg=2.38
[112 | 122.08] loss=0.75 avg=2.36
[113 | 123.15] loss=0.63 avg=2.33
[114 | 124.22] loss=1.51 avg=2.32
[115 | 125.29] loss=0.99 avg=2.30
[116 | 126.35] loss=1.71 avg=2.29
[117 | 127.41] loss=1.46 avg=2.28
[118 | 128.48] loss=1.44 avg=2.27
[119 | 129.56] loss=0.87 avg=2.25
[120 | 130.62] loss=1.31 avg=2.23
[121 | 131.68] loss=0.64 avg=2.21
[122 | 132.75] loss=0.74 avg=2.19
[123 | 133.82] loss=1.40 avg=2.18
[124 | 134.89] loss=0.95 avg=2.16
[125 | 135.96] loss=0.79 avg=2.14
[126 | 137.04] loss=0.62 avg=2.12
[127 | 138.09] loss=0.57 avg=2.10
[128 | 139.15] loss=0.45 avg=2.08
[129 | 140.22] loss=0.60 avg=2.06
[130 | 141.28] loss=0.39 avg=2.03
[131 | 142.35] loss=0.43 avg=2.01
[132 | 143.41] loss=0.90 avg=2.00
[133 | 144.46] loss=0.49 avg=1.98
[134 | 145.53] loss=0.56 avg=1.96
[135 | 146.60] loss=0.56 avg=1.94
[136 | 147.65] loss=0.64 avg=1.92
[137 | 148.71] loss=0.92 avg=1.91
[138 | 149.77] loss=0.96 avg=1.89
[139 | 150.85] loss=0.54 avg=1.88
[140 | 151.91] loss=0.46 avg=1.86
[141 | 152.97] loss=0.41 avg=1.84
[142 | 154.03] loss=0.22 avg=1.82
[143 | 155.09] loss=0.34 avg=1.80
[144 | 156.16] loss=0.90 avg=1.79
[145 | 157.22] loss=0.31 avg=1.77
[146 | 158.29] loss=0.17 avg=1.75
[147 | 159.35] loss=0.31 avg=1.73
[148 | 160.41] loss=0.84 avg=1.72
[149 | 161.47] loss=0.68 avg=1.70
[150 | 162.53] loss=0.35 avg=1.69
[151 | 163.60] loss=0.18 avg=1.67
[152 | 164.66] loss=0.46 avg=1.65
[153 | 165.72] loss=0.21 avg=1.63
[154 | 166.79] loss=0.17 avg=1.61
[155 | 167.86] loss=0.59 avg=1.60
[156 | 168.93] loss=0.62 avg=1.59
[157 | 169.99] loss=0.35 avg=1.57
[158 | 171.05] loss=0.26 avg=1.56
[159 | 172.11] loss=0.26 avg=1.54
[160 | 173.17] loss=0.59 avg=1.53
[161 | 174.22] loss=0.37 avg=1.51
[162 | 175.28] loss=0.21 avg=1.50
[163 | 176.35] loss=0.74 avg=1.49
[164 | 177.41] loss=1.53 avg=1.49
[165 | 178.48] loss=0.93 avg=1.48
[166 | 179.54] loss=0.23 avg=1.47
[167 | 180.60] loss=0.19 avg=1.45
[168 | 181.66] loss=0.41 avg=1.44
[169 | 182.72] loss=0.14 avg=1.42
[170 | 183.78] loss=0.32 avg=1.41
[171 | 184.84] loss=0.32 avg=1.39
[172 | 185.90] loss=0.22 avg=1.38
[173 | 186.96] loss=0.28 avg=1.37
[174 | 188.02] loss=0.42 avg=1.36
[175 | 189.09] loss=0.15 avg=1.34
[176 | 190.14] loss=0.28 avg=1.33
[177 | 191.20] loss=0.09 avg=1.31
[178 | 192.27] loss=0.81 avg=1.31
[179 | 193.33] loss=0.36 avg=1.30
[180 | 194.39] loss=0.56 avg=1.29
[181 | 195.45] loss=1.14 avg=1.29
[182 | 196.51] loss=0.21 avg=1.27
[183 | 197.57] loss=0.17 avg=1.26
[184 | 198.65] loss=0.45 avg=1.25
[185 | 199.72] loss=0.17 avg=1.24
[186 | 200.78] loss=0.23 avg=1.23
[187 | 201.84] loss=0.17 avg=1.21
[188 | 202.91] loss=0.17 avg=1.20
[189 | 203.97] loss=0.21 avg=1.19
[190 | 205.03] loss=0.20 avg=1.18
[191 | 206.09] loss=0.55 avg=1.17
[192 | 207.15] loss=0.54 avg=1.16
[193 | 208.22] loss=0.34 avg=1.15
[194 | 209.27] loss=0.13 avg=1.14
[195 | 210.32] loss=0.23 avg=1.13
[196 | 211.38] loss=0.18 avg=1.12
[197 | 212.44] loss=0.16 avg=1.11
[198 | 213.49] loss=0.48 avg=1.10
[199 | 214.55] loss=0.40 avg=1.09
[200 | 215.61] loss=0.19 avg=1.08
[201 | 216.68] loss=0.18 avg=1.07
[202 | 217.74] loss=0.12 avg=1.06
[203 | 218.80] loss=0.23 avg=1.05
[204 | 219.86] loss=0.16 avg=1.04
[205 | 220.92] loss=0.24 avg=1.03
[206 | 221.99] loss=0.65 avg=1.03
[207 | 223.05] loss=0.27 avg=1.02
[208 | 224.12] loss=0.18 avg=1.01
[209 | 225.18] loss=0.14 avg=1.00
[210 | 226.24] loss=0.24 avg=0.99
[211 | 227.30] loss=0.24 avg=0.98
[212 | 228.37] loss=0.14 avg=0.97
[213 | 229.42] loss=0.18 avg=0.96
[214 | 230.49] loss=0.16 avg=0.95
[215 | 231.56] loss=0.14 avg=0.95
[216 | 232.61] loss=0.11 avg=0.94
[217 | 233.68] loss=0.13 avg=0.93
[218 | 234.73] loss=0.10 avg=0.92
[219 | 235.79] loss=0.07 avg=0.91
[220 | 236.84] loss=0.10 avg=0.90
[221 | 237.90] loss=0.08 avg=0.89
[222 | 238.97] loss=0.39 avg=0.88
[223 | 240.03] loss=0.10 avg=0.88
[224 | 241.10] loss=0.13 avg=0.87
[225 | 242.16] loss=0.11 avg=0.86
[226 | 243.21] loss=0.10 avg=0.85
[227 | 244.28] loss=0.20 avg=0.84
[228 | 245.34] loss=0.11 avg=0.84
[229 | 246.40] loss=0.11 avg=0.83
[230 | 247.46] loss=0.12 avg=0.82
[231 | 248.51] loss=0.14 avg=0.81
[232 | 249.57] loss=0.15 avg=0.80
[233 | 250.63] loss=0.25 avg=0.80
[234 | 251.69] loss=0.08 avg=0.79
[235 | 252.75] loss=0.12 avg=0.78
[236 | 253.82] loss=0.17 avg=0.78
[237 | 254.88] loss=0.08 avg=0.77
[238 | 255.94] loss=0.08 avg=0.76
[239 | 257.01] loss=0.35 avg=0.76
[240 | 258.06] loss=0.08 avg=0.75
[241 | 259.13] loss=0.17 avg=0.74
[242 | 260.20] loss=0.11 avg=0.74
[243 | 261.27] loss=0.09 avg=0.73
[244 | 262.33] loss=0.15 avg=0.72
[245 | 263.39] loss=0.10 avg=0.72
[246 | 264.44] loss=0.09 avg=0.71
[247 | 265.50] loss=0.29 avg=0.70
[248 | 266.57] loss=0.29 avg=0.70
[249 | 267.63] loss=0.15 avg=0.69
[250 | 268.68] loss=0.18 avg=0.69
[251 | 269.76] loss=0.08 avg=0.68
[252 | 270.82] loss=0.16 avg=0.68
[253 | 271.88] loss=0.22 avg=0.67
[254 | 272.93] loss=0.09 avg=0.66
[255 | 274.00] loss=0.06 avg=0.66
[256 | 275.06] loss=0.06 avg=0.65
[257 | 276.12] loss=0.09 avg=0.65
[258 | 277.19] loss=0.11 avg=0.64
[259 | 278.25] loss=0.10 avg=0.63
[260 | 279.31] loss=0.12 avg=0.63
[261 | 280.36] loss=0.06 avg=0.62
[262 | 281.42] loss=0.36 avg=0.62
[263 | 282.48] loss=0.09 avg=0.61
[264 | 283.56] loss=0.28 avg=0.61
[265 | 284.62] loss=0.44 avg=0.61
[266 | 285.68] loss=0.09 avg=0.60
[267 | 286.74] loss=0.10 avg=0.60
[268 | 287.81] loss=0.09 avg=0.59
[269 | 288.87] loss=0.09 avg=0.59
[270 | 289.92] loss=0.06 avg=0.58
[271 | 290.98] loss=0.20 avg=0.58
[272 | 292.05] loss=0.10 avg=0.57
[273 | 293.11] loss=0.12 avg=0.57
[274 | 294.18] loss=0.14 avg=0.56
[275 | 295.23] loss=0.24 avg=0.56
[276 | 296.29] loss=0.10 avg=0.55
[277 | 297.34] loss=0.20 avg=0.55
[278 | 298.40] loss=0.16 avg=0.55
[279 | 299.46] loss=0.19 avg=0.54
[280 | 300.52] loss=0.14 avg=0.54
[281 | 301.57] loss=0.56 avg=0.54
[282 | 302.63] loss=0.08 avg=0.53
[283 | 303.69] loss=0.11 avg=0.53
[284 | 304.75] loss=0.11 avg=0.52
[285 | 305.82] loss=0.10 avg=0.52
[286 | 306.88] loss=0.17 avg=0.52
[287 | 307.95] loss=0.08 avg=0.51
[288 | 309.01] loss=0.28 avg=0.51
[289 | 310.06] loss=0.15 avg=0.50
[290 | 311.13] loss=0.14 avg=0.50
[291 | 312.19] loss=0.08 avg=0.50
[292 | 313.27] loss=0.13 avg=0.49
[293 | 314.33] loss=0.07 avg=0.49
[294 | 315.39] loss=0.08 avg=0.48
[295 | 316.45] loss=0.07 avg=0.48
[296 | 317.50] loss=0.12 avg=0.48
[297 | 318.57] loss=0.08 avg=0.47
[298 | 319.62] loss=0.09 avg=0.47
[299 | 320.68] loss=0.09 avg=0.46
[300 | 321.74] loss=0.05 avg=0.46
[301 | 322.80] loss=0.06 avg=0.45
[302 | 323.86] loss=0.07 avg=0.45
[303 | 324.91] loss=0.09 avg=0.45
[304 | 325.98] loss=0.09 avg=0.44
[305 | 327.05] loss=0.12 avg=0.44
[306 | 328.11] loss=0.07 avg=0.44
[307 | 329.17] loss=0.07 avg=0.43
[308 | 330.23] loss=0.06 avg=0.43
[309 | 331.29] loss=0.12 avg=0.43
[310 | 332.36] loss=0.09 avg=0.42
[311 | 333.44] loss=0.06 avg=0.42
[312 | 334.50] loss=0.08 avg=0.41
[313 | 335.56] loss=0.10 avg=0.41
[314 | 336.62] loss=0.09 avg=0.41
[315 | 337.68] loss=0.09 avg=0.40
[316 | 338.75] loss=0.04 avg=0.40
[317 | 339.81] loss=0.05 avg=0.40
[318 | 340.87] loss=0.07 avg=0.39
[319 | 341.93] loss=0.18 avg=0.39
[320 | 342.99] loss=0.11 avg=0.39
[321 | 344.04] loss=0.07 avg=0.38
[322 | 345.10] loss=0.08 avg=0.38
[323 | 346.16] loss=0.07 avg=0.38
[324 | 347.22] loss=0.07 avg=0.38
[325 | 348.27] loss=0.05 avg=0.37
[326 | 349.34] loss=0.07 avg=0.37
[327 | 350.40] loss=0.06 avg=0.37
[328 | 351.46] loss=0.05 avg=0.36
[329 | 352.52] loss=0.08 avg=0.36
[330 | 353.59] loss=0.10 avg=0.36
[331 | 354.65] loss=0.09 avg=0.35
[332 | 355.72] loss=0.07 avg=0.35
[333 | 356.79] loss=0.07 avg=0.35
[334 | 357.87] loss=0.05 avg=0.34
[335 | 358.93] loss=0.11 avg=0.34
[336 | 359.99] loss=0.05 avg=0.34
[337 | 361.06] loss=0.05 avg=0.34
[338 | 362.12] loss=0.05 avg=0.33
[339 | 363.18] loss=0.04 avg=0.33
[340 | 364.24] loss=0.07 avg=0.33
[341 | 365.30] loss=0.04 avg=0.32
[342 | 366.36] loss=0.05 avg=0.32
[343 | 367.41] loss=0.07 avg=0.32
[344 | 368.47] loss=0.04 avg=0.32
[345 | 369.54] loss=0.07 avg=0.31
[346 | 370.60] loss=0.05 avg=0.31
[347 | 371.66] loss=0.05 avg=0.31
[348 | 372.73] loss=0.05 avg=0.31
[349 | 373.79] loss=0.06 avg=0.30
[350 | 374.86] loss=0.06 avg=0.30
[351 | 375.92] loss=0.09 avg=0.30
[352 | 376.98] loss=0.06 avg=0.30
[353 | 378.05] loss=0.07 avg=0.29
[354 | 379.12] loss=0.08 avg=0.29
[355 | 380.18] loss=0.09 avg=0.29
[356 | 381.25] loss=0.04 avg=0.29
[357 | 382.31] loss=0.05 avg=0.28
[358 | 383.38] loss=0.06 avg=0.28
[359 | 384.44] loss=0.08 avg=0.28
[360 | 385.51] loss=0.07 avg=0.28
[361 | 386.58] loss=0.03 avg=0.28
[362 | 387.65] loss=0.05 avg=0.27
[363 | 388.70] loss=0.03 avg=0.27
[364 | 389.77] loss=0.04 avg=0.27
[365 | 390.84] loss=0.07 avg=0.27
[366 | 391.89] loss=0.05 avg=0.26
[367 | 392.96] loss=0.08 avg=0.26
[368 | 394.02] loss=0.07 avg=0.26
[369 | 395.09] loss=0.04 avg=0.26
[370 | 396.15] loss=0.03 avg=0.26
[371 | 397.22] loss=0.04 avg=0.25
[372 | 398.28] loss=0.05 avg=0.25
[373 | 399.34] loss=0.04 avg=0.25
[374 | 400.40] loss=0.04 avg=0.25
[375 | 401.47] loss=0.06 avg=0.25
[376 | 402.54] loss=0.05 avg=0.24
[377 | 403.62] loss=0.05 avg=0.24
[378 | 404.67] loss=0.05 avg=0.24
[379 | 405.73] loss=0.07 avg=0.24
[380 | 406.80] loss=0.05 avg=0.24
[381 | 407.87] loss=0.09 avg=0.23
[382 | 408.94] loss=0.05 avg=0.23
[383 | 410.00] loss=0.06 avg=0.23
[384 | 411.06] loss=0.04 avg=0.23
[385 | 412.13] loss=0.03 avg=0.23
[386 | 413.20] loss=0.04 avg=0.22
[387 | 414.26] loss=0.04 avg=0.22
[388 | 415.33] loss=0.06 avg=0.22
[389 | 416.39] loss=0.05 avg=0.22
[390 | 417.45] loss=0.06 avg=0.22
[391 | 418.52] loss=0.04 avg=0.22
[392 | 419.59] loss=0.03 avg=0.21
[393 | 420.65] loss=0.08 avg=0.21
[394 | 421.71] loss=0.07 avg=0.21
[395 | 422.78] loss=0.05 avg=0.21
[396 | 423.85] loss=0.04 avg=0.21
[397 | 424.91] loss=0.04 avg=0.21
[398 | 425.97] loss=0.05 avg=0.20
[399 | 427.04] loss=0.02 avg=0.20
[400 | 428.11] loss=0.05 avg=0.20
[401 | 429.17] loss=0.25 avg=0.20
[402 | 430.24] loss=0.05 avg=0.20
[403 | 431.30] loss=0.06 avg=0.20
[404 | 432.36] loss=0.04 avg=0.20
[405 | 433.42] loss=0.06 avg=0.20
[406 | 434.49] loss=0.06 avg=0.19
[407 | 435.56] loss=0.04 avg=0.19
[408 | 436.61] loss=0.04 avg=0.19
[409 | 437.68] loss=0.07 avg=0.19
[410 | 438.75] loss=0.06 avg=0.19
[411 | 439.81] loss=0.05 avg=0.19
[412 | 440.88] loss=0.05 avg=0.19
[413 | 441.95] loss=0.06 avg=0.18
[414 | 443.03] loss=0.05 avg=0.18
[415 | 444.10] loss=0.04 avg=0.18
[416 | 445.17] loss=0.04 avg=0.18
[417 | 446.23] loss=0.05 avg=0.18
[418 | 447.30] loss=0.05 avg=0.18
[419 | 448.36] loss=0.06 avg=0.18
[420 | 449.42] loss=0.05 avg=0.17
[421 | 450.48] loss=0.03 avg=0.17
[422 | 451.55] loss=0.05 avg=0.17
[423 | 452.60] loss=0.04 avg=0.17
[424 | 453.67] loss=0.05 avg=0.17
[425 | 454.74] loss=0.06 avg=0.17
[426 | 455.80] loss=0.05 avg=0.17
[427 | 456.87] loss=0.08 avg=0.17
[428 | 457.93] loss=0.07 avg=0.17
[429 | 458.99] loss=0.04 avg=0.16
[430 | 460.07] loss=0.04 avg=0.16
[431 | 461.13] loss=0.06 avg=0.16
[432 | 462.20] loss=0.04 avg=0.16
[433 | 463.27] loss=0.05 avg=0.16
[434 | 464.34] loss=0.09 avg=0.16
[435 | 465.41] loss=0.04 avg=0.16
[436 | 466.47] loss=0.06 avg=0.16
[437 | 467.53] loss=0.03 avg=0.16
[438 | 468.60] loss=0.04 avg=0.15
[439 | 469.65] loss=0.06 avg=0.15
[440 | 470.71] loss=0.03 avg=0.15
[441 | 471.78] loss=0.04 avg=0.15
[442 | 472.85] loss=0.05 avg=0.15
[443 | 473.92] loss=0.10 avg=0.15
[444 | 474.97] loss=0.08 avg=0.15
[445 | 476.04] loss=0.05 avg=0.15
[446 | 477.11] loss=0.05 avg=0.15
[447 | 478.17] loss=0.05 avg=0.15
[448 | 479.24] loss=0.05 avg=0.14
[449 | 480.30] loss=0.27 avg=0.15
[450 | 481.36] loss=0.05 avg=0.15
[451 | 482.42] loss=0.03 avg=0.14
[452 | 483.50] loss=0.03 avg=0.14
[453 | 484.56] loss=0.07 avg=0.14
[454 | 485.62] loss=0.05 avg=0.14
[455 | 486.69] loss=0.05 avg=0.14
[456 | 487.74] loss=0.04 avg=0.14
[457 | 488.81] loss=0.05 avg=0.14
[458 | 489.89] loss=0.06 avg=0.14
[459 | 490.95] loss=0.03 avg=0.14
[460 | 492.02] loss=0.05 avg=0.14
[461 | 493.08] loss=0.07 avg=0.13
[462 | 494.15] loss=0.05 avg=0.13
[463 | 495.22] loss=0.05 avg=0.13
[464 | 496.28] loss=0.08 avg=0.13
[465 | 497.34] loss=0.04 avg=0.13
[466 | 498.40] loss=0.04 avg=0.13
[467 | 499.46] loss=0.04 avg=0.13
[468 | 500.52] loss=0.04 avg=0.13
[469 | 501.58] loss=0.03 avg=0.13
[470 | 502.64] loss=0.05 avg=0.13
[471 | 503.70] loss=0.05 avg=0.13
[472 | 504.76] loss=0.04 avg=0.13
[473 | 505.82] loss=0.05 avg=0.12
[474 | 506.88] loss=0.06 avg=0.12
[475 | 507.94] loss=0.05 avg=0.12
[476 | 509.00] loss=0.05 avg=0.12
[477 | 510.07] loss=0.07 avg=0.12
[478 | 511.13] loss=0.11 avg=0.12
[479 | 512.19] loss=0.06 avg=0.12
[480 | 513.26] loss=0.06 avg=0.12
[481 | 514.32] loss=0.05 avg=0.12
